Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,28.600000381469727,29.450000762939453,27.950000762939453,28.25,21109,0,0
2021-08-18,28.899999618530273,28.950000762939453,26.100000381469727,26.700000762939453,17844,0,0
2021-08-20,26.0,26.850000381469727,25.299999237060547,26.25,20171,0,0
2021-08-23,27.299999237060547,27.450000762939453,24.049999237060547,24.799999237060547,35984,0,0
2021-08-24,24.799999237060547,25.950000762939453,24.75,25.399999618530273,11483,0,0
2021-08-25,25.950000762939453,27.899999618530273,25.049999237060547,27.75,59039,0,0
2021-08-26,29.549999237060547,30.299999237060547,28.100000381469727,29.450000762939453,30619,0,0
2021-08-27,30.5,30.5,27.600000381469727,28.649999618530273,24436,0,0
2021-08-30,29.0,31.5,28.899999618530273,31.450000762939453,99542,0,0
2021-08-31,31.950000762939453,31.950000762939453,30.100000381469727,30.649999618530273,29732,0,0
2021-09-01,30.049999237060547,31.5,29.850000381469727,30.600000381469727,29461,0,0
2021-09-02,31.399999618530273,31.450000762939453,29.350000381469727,29.649999618530273,14223,0,0
2021-09-03,29.149999618530273,30.399999618530273,28.5,28.649999618530273,14441,0,0
2021-09-06,29.75,29.75,28.25,28.399999618530273,6299,0,0
2021-09-07,29.149999618530273,29.149999618530273,27.850000381469727,28.200000762939453,10170,0,0
2021-09-08,28.399999618530273,29.0,27.799999237060547,28.100000381469727,6674,0,0
2021-09-09,28.5,29.5,27.549999237060547,29.5,34641,0,0
2021-09-13,30.700000762939453,30.950000762939453,30.0,30.950000762939453,9348,0,0
2021-09-14,31.799999237060547,31.799999237060547,29.450000762939453,29.450000762939453,67460,0,0
2021-09-15,28.600000381469727,29.950000762939453,28.5,28.799999237060547,21253,0,0
2021-09-16,28.200000762939453,30.200000762939453,27.799999237060547,29.350000381469727,122880,0,0
2021-09-17,29.950000762939453,29.950000762939453,28.600000381469727,28.899999618530273,17242,0,0
