Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,290.0,299.0,280.3500061035156,293.0,23024,0,0
2021-08-18,299.79998779296875,300.0,288.1000061035156,292.6499938964844,5033,0,0
2021-08-20,290.1000061035156,294.70001220703125,281.29998779296875,283.3999938964844,5354,0,0
2021-08-23,283.3999938964844,286.70001220703125,282.95001220703125,283.3500061035156,1986,0,0
2021-08-24,283.0,294.8999938964844,273.1000061035156,276.1499938964844,2765,0,0
2021-08-25,265.0,288.6000061035156,265.0,276.6000061035156,509,0,0
2021-08-26,275.5,279.0,275.5,275.6499938964844,307,0,0
2021-08-27,275.0,280.0,272.04998779296875,279.20001220703125,1019,0,0
2021-08-30,278.3999938964844,285.8999938964844,271.0,278.25,2147,0,0
2021-08-31,278.25,280.1000061035156,274.75,275.1499938964844,476,0,0
2021-09-01,272.20001220703125,285.0,272.20001220703125,277.1000061035156,2389,0,0
2021-09-02,277.0,319.3999938964844,277.0,288.20001220703125,4284,0,0
2021-09-03,285.1000061035156,292.95001220703125,283.04998779296875,288.04998779296875,2912,0,0
2021-09-06,288.0,288.0,285.0,285.29998779296875,3804,0,0
2021-09-07,281.0,290.6000061035156,280.0,286.75,5801,0,0
2021-09-08,281.04998779296875,285.0,281.04998779296875,281.79998779296875,437,0,0
2021-09-09,283.0,291.0,281.5,283.75,2009,0,0
2021-09-13,281.1499938964844,284.6499938964844,276.0,276.70001220703125,1551,0,0
2021-09-14,276.70001220703125,282.0,273.79998779296875,276.75,3715,0,0
2021-09-15,264.1499938964844,276.8999938964844,264.1499938964844,271.79998779296875,977,0,0
2021-09-16,278.0,279.3500061035156,272.3500061035156,276.79998779296875,1109,0,0
2021-09-17,277.29998779296875,283.95001220703125,272.0,273.29998779296875,1364,0,0
