Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,80.9000015258789,81.0999984741211,77.0,78.55000305175781,132176,0,0
2021-08-18,77.30000305175781,79.69999694824219,77.30000305175781,79.0999984741211,86205,0,0
2021-08-20,79.0999984741211,87.0,78.4000015258789,87.0,723848,0,0
2021-08-23,89.80000305175781,90.0,81.4000015258789,81.94999694824219,471653,0,0
2021-08-24,82.05000305175781,84.0,82.0,82.5999984741211,145636,0,0
2021-08-25,83.0,83.94999694824219,80.0,81.05000305175781,188229,0,0
2021-08-26,81.30000305175781,82.44999694824219,81.05000305175781,82.0999984741211,78270,0,0
2021-08-27,82.5,82.9000015258789,80.0,80.8499984741211,113131,0,0
2021-08-30,83.8499984741211,83.8499984741211,80.0,81.69999694824219,228957,0,0
2021-08-31,82.5,82.6500015258789,81.5,81.75,106686,0,0
2021-09-01,82.0,82.80000305175781,81.55000305175781,82.1500015258789,84078,0,0
2021-09-02,82.1500015258789,82.69999694824219,80.69999694824219,81.19999694824219,125115,0,0
2021-09-03,81.69999694824219,82.19999694824219,80.5,80.9000015258789,105677,0,0
2021-09-06,83.0,85.0,81.75,82.3499984741211,163305,0,0
2021-09-07,83.5,83.5,81.0999984741211,81.3499984741211,72355,0,0
2021-09-08,81.3499984741211,82.5,79.30000305175781,80.9000015258789,78912,0,0
2021-09-09,80.0999984741211,88.94999694824219,80.0,88.94999694824219,407029,0,0
2021-09-13,92.19999694824219,93.5,87.3499984741211,90.69999694824219,786709,0,0
2021-09-14,92.0,92.25,88.19999694824219,89.3499984741211,235414,0,0
2021-09-15,89.3499984741211,91.0,88.0,89.44999694824219,203011,0,0
2021-09-16,89.94999694824219,90.44999694824219,88.0,89.25,173602,0,0
2021-09-17,89.05000305175781,91.0999984741211,87.3499984741211,87.94999694824219,185449,0,0
