Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,262.1000061035156,267.95001220703125,254.0,256.0,422942,0,0
2021-08-18,257.0,259.0,245.85000610351562,248.35000610351562,204341,0,0
2021-08-20,247.9499969482422,253.5500030517578,243.0,244.89999389648438,280293,0,0
2021-08-23,247.35000610351562,249.10000610351562,242.0,246.39999389648438,236939,0,0
2021-08-24,250.1999969482422,255.0,239.85000610351562,252.4499969482422,347437,0,0
2021-08-25,254.60000610351562,286.70001220703125,254.60000610351562,279.1499938964844,2230100,0,0
2021-08-26,284.0,293.95001220703125,276.1499938964844,279.20001220703125,1588748,0,0
2021-08-27,277.3500061035156,296.70001220703125,275.8999938964844,289.75,1556102,0,0
2021-08-30,292.0,296.95001220703125,284.6000061035156,289.6499938964844,716158,0,0
2021-08-31,289.75,315.3500061035156,287.6000061035156,304.25,3315219,0,0
2021-09-01,300.5,318.29998779296875,300.5,315.29998779296875,1944899,0,0
2021-09-02,314.70001220703125,314.70001220703125,302.1499938964844,303.95001220703125,629652,0,0
2021-09-03,304.0,306.45001220703125,294.1000061035156,296.70001220703125,441767,0,0
2021-09-06,297.1000061035156,298.95001220703125,287.3500061035156,288.6000061035156,331026,0,0
2021-09-07,290.0,297.70001220703125,283.79998779296875,294.25,436908,0,0
2021-09-08,293.0,298.95001220703125,288.20001220703125,289.75,404855,0,0
2021-09-09,289.8500061035156,293.3500061035156,286.04998779296875,287.29998779296875,184162,0,0
2021-09-13,287.3500061035156,294.6499938964844,283.0,285.25,291215,0,0
2021-09-14,287.0,291.04998779296875,283.0,284.1000061035156,253316,0,0
2021-09-15,285.1000061035156,296.54998779296875,283.75,293.1499938964844,459616,0,0
2021-09-16,294.25,307.0,288.1000061035156,293.04998779296875,644776,0,0
2021-09-17,293.1499938964844,295.45001220703125,284.0,288.0,332880,0,0
