Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,73.69999694824219,73.75,71.30000305175781,72.8499984741211,1954008,0,0
2021-08-18,72.8499984741211,74.5,71.5,72.44999694824219,1401045,0,0
2021-08-20,70.9000015258789,70.9000015258789,65.0,65.8499984741211,2452925,0,0
2021-08-23,67.30000305175781,68.0999984741211,61.25,64.25,1692231,0,0
2021-08-24,65.69999694824219,67.5999984741211,64.5,66.6500015258789,1167596,0,0
2021-08-25,66.9000015258789,68.94999694824219,66.30000305175781,66.75,643924,0,0
2021-08-26,66.75,68.0999984741211,66.0,66.80000305175781,445611,0,0
2021-08-27,66.94999694824219,69.3499984741211,66.4000015258789,68.5999984741211,1411466,0,0
2021-08-30,69.0,71.9000015258789,68.5,69.8499984741211,1550862,0,0
2021-08-31,70.25,71.69999694824219,69.5999984741211,70.1500015258789,896209,0,0
2021-09-01,70.80000305175781,70.80000305175781,67.0,67.8499984741211,731566,0,0
2021-09-02,67.9000015258789,68.9000015258789,66.6500015258789,67.55000305175781,1140267,0,0
2021-09-03,68.0999984741211,68.69999694824219,66.75,66.94999694824219,853326,0,0
2021-09-06,66.55000305175781,67.8499984741211,66.25,67.5,729191,0,0
2021-09-07,67.80000305175781,68.6500015258789,67.25,67.4000015258789,575275,0,0
2021-09-08,67.3499984741211,67.69999694824219,66.3499984741211,66.5,478924,0,0
2021-09-09,67.25,67.25,64.55000305175781,65.5,496022,0,0
2021-09-13,66.19999694824219,71.4000015258789,65.8499984741211,70.44999694824219,2837586,0,0
2021-09-14,70.5,70.94999694824219,67.55000305175781,68.19999694824219,821226,0,0
2021-09-15,68.0,71.5999984741211,68.0,70.5999984741211,1409742,0,0
2021-09-16,71.0,72.0,69.55000305175781,70.0,2164275,0,0
2021-09-17,70.9000015258789,71.94999694824219,67.80000305175781,71.5999984741211,2166781,0,0
