Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,315.97965693727787,321.0123843082768,276.09416789590983,285.171875,82029102,0.0,0
2021-08-18,281.17392410885964,287.5706717549995,275.20050098841944,278.3518371582031,36805826,0.0,0
2021-08-20,271.86104187748447,271.86104187748447,250.83648843364398,253.2823028564453,33985528,0.0,0
2021-08-23,258.8794523168776,262.1718870658537,245.52156270935924,257.7035827636719,32529835,0.0,0
2021-08-24,263.2066252804587,271.86103654277605,259.72606868086,269.41522216796875,32936022,0.0,0
2021-08-25,270.9203403322981,274.68312283691336,267.20458112588966,272.8487548828125,17963680,0.0,0
2021-08-26,273.03689888965044,276.00008429884053,266.59312826474405,270.49700927734375,15369839,0.0,0
2021-08-27,271.57885122483054,277.7874196763464,271.34367730749267,275.24755859375,14509752,0.0,0
2021-08-30,282.2086917862645,284.74858149544195,277.5992888953061,280.8917236328125,22246795,0.0,0
2021-08-31,282.0675860089319,287.75878299879315,277.081882022843,284.8426208496094,27040537,0.0,0
2021-09-01,286.91217490151536,287.14734881536907,276.5645226919525,280.37432861328125,25319582,0.0,0
2021-09-02,286.9121583712674,290.9101146764408,282.20868036518107,287.6647033691406,33332582,0.0,0
2021-09-03,287.2884374105245,292.55633863881894,285.1718722596006,290.0164489746094,17893322,0.0,0
2021-09-06,292.74450491211434,297.21280935873324,290.67496294847354,296.4602355957031,12586099,0.0,0
2021-09-07,297.7301658250487,298.4356875450133,288.6054067637394,293.45001220703125,16328996,0.0,0
2021-09-08,294.95001220703125,301.75,294.0,298.95001220703125,13318639,18.5,0
2021-09-09,299.54998779296875,305.0,298.6499938964844,301.8500061035156,7343112,0.0,0
2021-09-13,302.3999938964844,309.1499938964844,302.3999938964844,308.54998779296875,12916710,0.0,0
2021-09-14,309.25,309.25,302.54998779296875,303.20001220703125,8122323,0.0,0
2021-09-15,304.95001220703125,310.0,303.20001220703125,307.20001220703125,6917307,0.0,0
2021-09-16,310.04998779296875,311.8999938964844,304.3500061035156,309.1000061035156,9401199,0.0,0
2021-09-17,308.8999938964844,308.8999938964844,296.70001220703125,302.0,16865737,0.0,0
