Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,55.70000076293945,55.70000076293945,52.75,53.099998474121094,462441,0,0
2021-08-18,53.599998474121094,54.95000076293945,51.099998474121094,52.04999923706055,546735,0,0
2021-08-20,51.099998474121094,53.45000076293945,49.099998474121094,49.79999923706055,748862,0,0
2021-08-23,50.599998474121094,51.79999923706055,44.54999923706055,47.20000076293945,1128997,0,0
2021-08-24,47.29999923706055,51.5,47.29999923706055,51.150001525878906,820820,0,0
2021-08-25,51.5,53.599998474121094,50.70000076293945,51.95000076293945,1145264,0,0
2021-08-26,52.29999923706055,52.900001525878906,51.0,51.5,353874,0,0
2021-08-27,51.79999923706055,51.79999923706055,50.0,50.650001525878906,308809,0,0
2021-08-30,52.0,52.0,50.5,50.79999923706055,374664,0,0
2021-08-31,50.400001525878906,54.29999923706055,50.400001525878906,52.70000076293945,1057236,0,0
2021-09-01,52.70000076293945,53.349998474121094,51.599998474121094,51.79999923706055,317124,0,0
2021-09-02,51.650001525878906,54.849998474121094,51.099998474121094,53.650001525878906,1301955,0,0
2021-09-03,53.79999923706055,54.849998474121094,52.150001525878906,52.599998474121094,526070,0,0
2021-09-06,52.0,53.75,51.45000076293945,51.849998474121094,411109,0,0
2021-09-07,51.900001525878906,52.20000076293945,50.70000076293945,51.04999923706055,357314,0,0
2021-09-08,51.04999923706055,51.650001525878906,50.70000076293945,51.0,325663,0,0
2021-09-09,50.70000076293945,53.75,50.54999923706055,52.0,555840,0,0
2021-09-13,52.349998474121094,52.349998474121094,50.650001525878906,51.150001525878906,340546,0,0
2021-09-14,51.099998474121094,53.20000076293945,51.099998474121094,52.349998474121094,985095,0,0
2021-09-15,52.70000076293945,56.75,52.70000076293945,55.5,3531762,0,0
2021-09-16,55.79999923706055,56.599998474121094,54.29999923706055,55.150001525878906,816357,0,0
2021-09-17,55.0,55.54999923706055,51.5,52.650001525878906,682055,0,0
