Ticker,Book Value,EVToEBITDA,PToBV,MarketCap,PToSales,Close
NESTLEIND.NS,209.441,53.678,96.331184,194525,13.856488,20027.85
NETWORK18.NS,5.308,13.412,9.570459,5259,1.1178545,52
NEULANDLAB.NS,612.989,15.316,2.634468,2075,2.2255902,1652.25
NEXTMEDIA.NS,-5.189,-9.937,22222,38,1.8749831,5.1
NFL.NS,21.538,7.731,2.6441638,2793,0.23400968,55.7
NH.NS,50.153,89.515,10.623492,10888,4.341854,538.95
NHPC.NS,33.28,8.837,0.8323318,27824,2.8840141,28.1
NIBL.NS,0.448,24.159,42.633926,46,0.82660306,19.4
NIITLTD.NS,115.314,14.368,2.7893403,4272,4.0733957,324.75
NILAINFRA.NS,3.483,40.682,1.5360321,211,2.1880155,5.45
NILKAMAL.NS,763.602,15.778,3.8025045,4332,1.857121,2870.05
NIPPOBATRY.NS,612.048,7.699,1.7113038,393,0.7397424,1048.35
NITCO.NS,-9.998,-20.87,22222,163,0.4952658,23.2
NITINFIRE.NS,11.778,-11.179,0.12735608,44,0.049853466,1.55
NITINSPIN.NS,100.168,6.596,2.0445652,1153,0.70996505,210.55
NKIND.NS,-564.935,14.161,22222,22,1.0018113,36
NMDC.NS,101.649,3.379,1.4500879,43197,2.1658404,152.1
NOCIL.NS,73.982,22.211,4.0117865,4920,4.2322173,307.45
NRBBEARING.NS,47.129,9.446,2.9270723,1338,1.4862161,139.2
NSIL.NS,6586.523,15.638,0.25867215,876,13.245453,1721.3
NTPC.NS,129.565,8.622,0.955119,119996,1.0414138,124
NUCLEUS.NS,231.46,12.784,2.3410091,1575,3.0686648,542.75
OBEROIRLTY.NS,257.704,23.559,2.8753917,27037,13.172428,771.05
OCCL.NS,533.695,8.198,2.0792773,1110,2.6569107,1143.3
OFSS.NS,795.85,13.275,6.019727,41256,8.114389,4807.3
OIL.NS,255.161,9.354,0.78303504,21657,2.4978979,211.5
OILCOUNTUB.NS,-10.766,-11.55,22222,29,17.103193,6.8
OISL.NS,-31.618,-15.802,22222,27,0.058905203,1.85
OMAXAUTO.NS,118.919,-2.663,0.4074202,103,0.5802245,50.5
OMAXE.NS,81.973,-23.332,0.90212625,1349,2.837149,73.95
OMKARCHEM.NS,-82.479,35.624,22222,39,0.87047434,18.1
ONELIFECAP.NS,61.518,22222,0.28203127,23,3.1402714,17.9
ONGC.NS,167.112,4.998,0.76445735,160778,0.44589803,128.7
ONMOBILE.NS,59.849,16.492,1.99335,1250,2.3187413,122.95
ONWARDTEC.NS,45.721,28.177,4.994423,374,1.5573468,229.3
OPTOCIRCUI.NS,-8.446,-63.554,22222,109,1.0076023,3.7
ORBTEXP.NS,63.074,16.669,1.1787741,203,2.5939145,75.65
ORICONENT.NS,61.383,11.598,0.5367936,519,0.7766215,34.65
ORIENTABRA.NS,20.619,11.338,1.3822203,340,1.1284165,29.4
ORIENTALTL.NS,36.301,11.614,0.23966283,24,0.56253916,8.8
ORIENTBELL.NS,162.407,12.465,2.1113622,492,0.90145296,346.9
ORIENTCEM.NS,63.806,6.078,2.4692035,3231,1.2406142,161.35
ORIENTHOT.NS,25.163,-49.117,1.3889441,624,4.580968,35.7
ORIENTLTD.NS,73.813,28.301,0.9436007,69,0.49056828,70.25
ORIENTPPR.NS,62.041,-22.953,0.4787157,630,1.4214092,30.45
ORIENTREF.NS,35.59,36.046,9.103681,3906,5.925936,325.35
ORISSAMINE.NS,95.134,-54.354,32.72489,1871,22222,3094.55
ORTEL.NS,-20.83,9.649,22222,3,0.05289019,1.2
PAEL.NS,-36.497,-39.729,22222,6,658.46246,6.5
PAGEIND.NS,793.357,62.926,41.74823,36945,12.114677,33152
PANACEABIO.NS,-37.341,39.725,22222,1823,2.9192824,303.55
PANAMAPET.NS,92.738,5.922,3.0871918,1732,0.94238955,286.75
PARABDRUGS.NS,-148.975,-5.442,22222,34,0.46530887,5.5
PARACABLES.NS,10.455,33.373,1.2242947,248,0.4788355,13.15
PARSVNATH.NS,9.558,-634.492,1.7576898,731,1.9893106,17.65
PATELENG.NS,58.65,8.291,0.286445,787,0.37438655,17.35
PATINTLOG.NS,69.965,13.478,0.32587722,59,0.27967983,23.4
PATSPINLTD.NS,4.775,855.755,2.0732982,30,0.20177777,9.45
PCJEWELLER.NS,105.318,8.155,0.2406996,1179,0.41743,25.5
PDMJEPAPER.NS,32.686,3.931,1.2084684,375,0.7764896,40.05
PDPL.NS,-210.694,-13.996,22222,12,1.0067594,3.75
PDSMFL.NS,248.37,11.092,5.2733827,3411,0.49247202,1350.8
PEARLPOLY.NS,17.641,-27.689,0.906978,26,0.2350121,15.9
PEL.NS,1434.661,12.677,1.8364617,62476,4.8110504,2648.65
PENIND.NS,40.393,9.254,0.7427029,426,0.30035284,31
PENINLAND.NS,0.69,-42.197,16.521738,320,1.2156183,11.95
PERSISTENT.NS,365.805,30.657,9.67182,27039,6.1085734,3695.4
PETRONET.NS,78.661,6.596,2.9519074,34829,1.3384365,232.8
PFC.NS,230.228,22222,0.6007089,36541,1.52267,136.35
PFIZER.NS,523.113,34.213,11.225587,26864,10.863745,6011
PFOCUS.NS,13.113,8.407,6.6231985,2598,1.0333209,89.25
PFS.NS,33.178,22222,0.54403514,1162,2.9957075,18.45
PGEL.NS,87.551,26.232,4.6310153,798,1.437317,407
PGHH.NS,407.443,43.509,34.172142,45195,13.20708,14073.6
PGIL.NS,237.334,12.378,1.3695889,706,0.47366324,324.95
PHILIPCARB.NS,112.307,9.48,2.238062,4331,1.6287584,254.45
PHOENIXLTD.NS,290.63,38.463,2.9281216,14622,12.795099,866.6
PIDILITIND.NS,110.146,61.582,21.502823,120353,14.410728,2401.05
PIIND.NS,355.368,39.341,9.748345,52557,11.482887,3453.95
PILANIINVS.NS,5908.089,13.702,0.320222,2094,9.641924,1888.25
PILITA.NS,2.724,21.463,2.7165933,173,3.0286827,7.6
PIONDIST.NS,-170.132,-25.443,22222,198,1.1872009,148.05
PIONEEREMB.NS,41.679,6.465,1.5427434,171,0.64305484,66.25
PKTEA.NS,583.162,3.796,0.5830284,105,1.506222,335.25
PLASTIBLEN.NS,127.005,11.114,2.1861343,722,1.1512371,289.3
PNB.NS,88.467,22222,0.44932008,43768,1.9114318,41.8
PNBGILTS.NS,71.417,22222,0.9479535,1218,1.5330064,68.95
PNC.NS,57.012,21.056,0.6937136,57,5.343886,41.55
PNCINFRA.NS,106.408,6.971,3.5020864,9559,1.5526259,370.35
POLYMED.NS,105.887,38.32,8.984105,9128,11.024573,956.25
POLYPLEX.NS,1010.39,5.018,1.7254723,5489,1.116211,1773.05
PONNIERODE.NS,379.642,6.572,0.6438961,210,0.80997443,245.85
POWERGRID.NS,133.675,6.863,1.3375725,93540,2.3154318,179.45
POWERMECH.NS,589.088,35.419,1.4675226,1271,0.73790693,880
PPAP.NS,208.19,10.014,1.1619194,338,1.0508317,244.45
PRADIP.NS,-212.761,-9.884,22222,4,0.17092709,0.95
PRAENG.NS,83.035,54.269,0.25772265,149,3.8877928,20.4
PRAJIND.NS,43.784,52.348,7.8087883,6279,4.813078,341.7
PRAKASH.NS,168.365,4.903,0.4219998,1272,0.34224492,71.7
PRAKASHSTL.NS,-16.139,240.613,22222,39,1.669074,2.35
PRECAM.NS,67.745,8.372,1.288656,829,1.169607,81.65
PRECOT.NS,253.137,5.712,0.89892036,273,0.434978,236.3
PRECWIRE.NS,126.27,5.898,1.9446425,568,0.27135593,256.25
PREMIER.NS,-78.911,-1.59,22222,11,5.5429997,3.55
PREMIERPOL.NS,22.865,8.938,2.9805381,142,0.7468691,71
PRESSMN.NS,17.038,6.689,1.6287123,65,3.4573655,28.2
PRESTIGE.NS,166.495,6.643,2.4661403,16516,2.2736175,425.8
PRIMESECU.NS,19.103,22222,4.3291626,221,5.270202,83.85
PROZONINTU.NS,31.251,77.481,0.89757127,429,11.983789,28.3
PSB.NS,87.275,22222,0.20452592,7234,-15.42849,18.6
PSL.NS,-237.725,-194.752,22222,6,0.039606392,0.45
PTC.NS,145.501,5.847,0.6793767,2928,0.15964715,100.25
PTL.NS,89.947,6.119,0.5169711,307,4.868226,47.2
PUNJABCHEM.NS,117.939,17.726,15.186664,2196,3.238495,1776.1
PUNJLLOYD.NS,-61.115,-13.582,22222,62,0.012220618,1.8
PURVA.NS,78.878,18.756,1.3400441,2508,2.6110609,108.5
PVP.NS,1.475,-5.285,3.0508473,110,5.4317,4.7
PVR.NS,320.742,-18.852,4.3399367,8460,25.896824,1407.5
QUICKHEAL.NS,117.095,10.399,1.9740381,1484,4.4563646,235.65
QUINTEGRA.NS,-4.822,22222,22222,2,22222,1.1
RADAAN.NS,-0.558,-4.028,22222,8,0.94982046,1.45
RADICO.NS,134.347,27.649,6.884039,12353,4.729796,907.2
RAIN.NS,164.518,7.205,1.4448266,7996,0.6743958,237.9
RAINBOWPAP.NS,-22.356,-720.306,22222,1,408.52695,0.15
RAJESHEXPO.NS,366.227,15.266,1.5882227,17179,0.071183585,613.75
RAJRAYON.NS,-17.166,-3513.22,22222,8,-1804.448,0.25
RAJSREESUG.NS,1.598,10.741,16.770962,75,0.21846238,27.35
RAJTV.NS,25.557,62.901,1.4164418,188,2.958635,37.15
RAJVIR.NS,-281.624,-6.709,22222,3,0.20674762,7.25
RALLIS.NS,82.283,17.533,3.5444746,5667,2.2605493,292.9
RAMANEWS.NS,22.514,-93.447,0.83059436,275,0.84604496,19.05
RAMASTEEL.NS,66.296,12.071,3.8622239,430,0.9140706,258.85
RAMCOCEM.NS,238.644,17.603,4.238531,23860,4.5377264,1032.7
RAMCOIND.NS,416.944,12.143,0.7225191,2611,1.9732163,309.85
RAMCOSYS.NS,212.704,20.67,2.3734863,1550,2.494995,506.75
RAMKY.NS,45.734,18.055,3.3159134,1049,0.97045547,154
RAMSARUP.NS,-461.308,-683.439,22222,5,18.324041,1.3
RANASUG.NS,21.825,3.629,1.1844215,396,0.3234617,26.25
RANEENGINE.NS,156.409,21.711,1.9570485,205,0.592704,313.55
RANEHOLDIN.NS,531.558,9.967,1.1741899,891,0.375944,632.8
RATNAMANI.NS,425.202,22.459,5.159665,10251,4.4608655,2151.9
RAYMOND.NS,301.149,58.153,1.3906738,2783,0.67738247,426
RBL.NS,306.218,9.945,3.0154989,715,1.4879088,932.05
RCF.NS,60.367,4.395,1.2266636,4085,0.4513674,75.6
RCOM.NS,-185.501,-685.741,22222,995,1.3860596,3.4
RECLTD.NS,221.599,22222,0.7087126,31026,2.2024083,156.3
REDINGTON.NS,126.723,6.014,1.1316019,5601,0.09374041,145.15
REFEX.NS,58.056,6.661,2.6138556,318,0.5275909,158.5
REGENCERAM.NS,-25.365,-90.035,22222,5,147.40508,1.9
RELAXO.NS,55.26,63.465,21.204308,29116,11.680552,1193.9
RELCAPITAL.NS,-455.418,23.058,22222,539,0.03553035,21.65
RELIANCE.NS,1086.227,18.69,2.200783,1616506,3.1169388,2428.2
RELIGARE.NS,5.72,22222,30.489511,4524,1.699165,171.05
RELINFRA.NS,350.078,2.714,0.27008268,2490,0.14224981,90.05
REMSONSIND.NS,41.579,21.778,5.497968,130,0.76557463,231.85
RENUKA.NS,-2.638,21.806,22222,6193,1.0965577,30.1
REPCOHOME.NS,314.472,22222,0.9859384,1939,3.7653425,301.75
RESPONIND.NS,36.991,27.763,3.3859587,3343,4.2968755,132.45
REVATHI.NS,874.101,160.696,0.68968,184,1.397802,629.35
RICOAUTO.NS,44.078,8.946,1.090113,650,0.37749162,49.45
RIIL.NS,272.628,122.778,2.467465,1015,17.811588,696.25
RKDL.NS,25.381,-11.877,0.48658445,29,65.618774,12.7
RKFORGE.NS,276.317,13.872,3.787317,3346,2.5963254,1039.95
RMCL.NS,-3.451,-0.352,22222,19,1.282827,2.1
RML.NS,124.947,33.176,3.0797057,527,0.41658458,393.35
ROHITFERRO.NS,-176.965,-31.93,22222,66,0.122170046,4.5
ROHLTD.NS,51.201,-64.057,1.6142263,226,2.4910493,81.95
ROLTA.NS,-302.865,-377.701,22222,97,0.07304491,6
ROSSELLIND.NS,63.423,8.852,2.6693788,619,1.9985731,172.9
RPGLIFE.NS,130.746,10.101,4.9718537,1075,2.7628043,678
RPOWER.NS,43.711,6.398,0.31456614,3936,0.49619862,14.05
RPPINFRA.NS,121.126,3.322,0.63570166,182,0.35491338,86.85
RSSOFTWARE.NS,21.226,-4.42,1.5829642,86,2.3616805,34.5
RSWM.NS,336.234,8.928,0.9169209,726,0.3121517,320.35
RSYSTEMS.NS,37.417,14.222,5.628458,2523,2.5689528,214.2
RTNPOWER.NS,-1.272,18.273,22222,2520,1.6158031,4.6
RUBYMILLS.NS,281.021,19.461,1.0082877,473,3.841467,293.7
RUCHINFRA.NS,9.16,10.602,0.7805677,148,2.3859277,7.2
RUCHIRA.NS,111.366,11.924,0.7138624,193,0.46583456,81.55
RUPA.NS,91.773,13.949,5.365412,3919,2.9665194,483.85
RUSHIL.NS,155.343,16.544,1.6894872,522,1.3853445,274.75
SABTN.NS,-13.604,-158.208,22222,6,-23.991829,1.8
SADBHAV.NS,86.257,9.645,0.59299535,877,0.39010724,52.5
SADBHIN.NS,8.178,11.581,2.1765711,626,0.5005912,17.4
SAGCEM.NS,433.966,9.482,0.64751613,662,0.44185033,275.95
SAIL.NS,98.682,4.119,1.1668795,47544,0.58922946,119.6
SAKHTISUG.NS,-22.597,52.172,22222,184,0.29178256,16.05
SAKSOFT.NS,260.473,7.027,3.6234083,990,2.566171,988.5
SAKUMA.NS,15.927,16.428,0.7126264,267,0.20117992,11.65
SALSTEEL.NS,1.224,13.325,8.619282,91,0.30423415,10.8
SALZERELEC.NS,207.83,6.128,0.76095843,252,0.37164468,160.4
SAMBHAAV.NS,4.622,17.985,0.627434,55,1.3260415,2.9
SANDESH.NS,1098.592,3.145,0.7257471,613,1.9128494,796
SANGAMIND.NS,136.685,5.66,1.1694773,694,0.41780692,159.05
SANGHIIND.NS,71.774,11.134,0.9369688,1687,1.7971916,68.9
SANGHVIMOV.NS,163.588,11.39,1.070372,758,3.3863695,177.05
SANOFI.NS,920.079,22.874,8.603935,18234,6.4149737,8049.45
SANWARIA.NS,-7.692,22222,22222,51,119.247856,0.7
SARDAEN.NS,616.12,5.573,1.1482341,2556,0.95270866,726.9
SAREGAMA.NS,294.293,31.31,13.0147505,6658,15.065551,4031.7
SARLAPOLY.NS,39.134,7.093,1.2521082,409,1.7233127,50.5
SASKEN.NS,375.935,8.67,3.7803078,2140,4.5124965,1385.7
SATHAISPAT.NS,-159.039,-74.944,22222,17,0.6657101,3.5
SATIN.NS,268.281,22222,0.29111266,562,0.72694945,78.25
SBIN.NS,308.766,22222,1.4706931,405266,2.3379586,463.7
SCHNEIDER.NS,-0.848,69.371,22222,2857,2.2304566,118.3
SCI.NS,170.321,6.759,0.6578754,5214,1.4080554,114.6
SDBL.NS,42.604,-68.892,0.94709414,263,0.9087265,41.25
SEAMECLTD.NS,260.439,26.824,4.361866,2899,11.289441,1143.8
SELAN.NS,217.879,1.597,0.66183525,219,3.8527687,149.6
SELMCL.NS,-104173.86,-98.387,22222,0,0.00017693946,1.35
SEPOWER.NS,2.626,-59.932,3.065499,32,1.3559744,8.2
SEQUENT.NS,30.267,28.463,7.2289953,5437,3.920628,227.25
SESHAPAPER.NS,189.706,9.407,0.92458856,1109,1.2884461,180.3
SGL.NS,-4.622,96.185,22222,37,0.5470891,13
SHAHALLOYS.NS,-9.061,13.789,22222,34,0.06786059,16.35
SHAKTIPUMP.NS,185.275,10.27,3.8612876,1314,1.4086925,736.55
SHALPAINTS.NS,47.788,194.098,2.0046875,527,1.6195484,97.05
SHANTIGEAR.NS,30.963,32.753,5.5001135,1307,5.081553,171.6
SHARDACROP.NS,178.897,6.75,1.8899143,3050,1.2733116,327.8
SHARDAMOTR.NS,125.878,11.415,4.931362,1845,1.399464,620.9
SHARONBIO.NS,-534.643,32.475,22222,3,0.022178581,3.3
SHEMAROO.NS,211.49,23.029,0.7215471,414,1.3841906,154.05
SHILPAMED.NS,181.371,27.549,3.140524,4645,5.15516,580.4
SHIRPUR-G.NS,32.641,-2.601,0.15164976,14,0.003341605,4.95
SHIVAMAUTO.NS,11.325,6.937,1.9690949,222,0.45424157,23
SHK.NS,69.005,11.63,2.4396784,2379,1.7997195,170.2
SHOPERSTOP.NS,10.93,-31.012,23.723694,2835,1.4935316,264.75
SHREECEM.NS,4267.491,24.875,7.160987,110318,8.186063,30660.65
SHREEPUSHK.NS,109.837,14.234,1.9852145,672,1.8944036,226.25
SHREERAMA.NS,4.093,12.802,2.882971,74,0.551484,11.95
SHREYANIND.NS,159.707,19.966,0.7438622,165,0.38864174,122.55
SHREYAS.NS,170.856,6.456,2.2428243,842,1.4941058,403.35
SHRIRAMCIT.NS,1270.71,22222,1.8844584,15805,4.1386423,2471.5
SHRIRAMEPC.NS,11.458,-14.971,0.4756502,529,1.0140452,5.7
SHYAMTEL.NS,-12.744,-3.2,22222,10,23.573984,8.65
SICAGEN.NS,99.454,6.943,0.24735053,97,0.15753882,24.35
SICAL.NS,76.456,-931.912,0.16349272,73,0.13369422,11.4
SIEMENS.NS,277.654,45.374,7.85348,77653,6.9468923,2199.6
SIL.NS,-7.793,2.618,22222,97,7.506522,14.8
SILINV.NS,922.042,22222,0.30042017,292,10.944608,281.95
SIMBHALS.NS,-12.889,34.681,22222,112,0.088812344,28.25
SIMPLEXINF.NS,262.117,210.719,0.17854622,267,0.12155666,46.95
SINTEX.NS,36.928,222.443,0.10290294,227,0.16049087,3.8
SITASHREE.NS,-56.355,-280.239,22222,0,1.684879,0.3
SIYSIL.NS,163.657,40.338,2.3087924,1777,1.6315415,382.15
SJVN.NS,31.758,5.816,0.85647714,10689,4.300756,27.55
SKFINDIA.NS,316.245,28.346,9.58782,14990,4.8938947,3159.55
SKIL.NS,9.578,-0.573,0.39674252,82,2.5546088,3.8
SKIPPER.NS,68.989,8.967,1.2030904,852,0.5391591,85.35
SKMEGGPROD.NS,43.661,7.992,1.9399464,223,0.8287443,83.1
SMARTLINK.NS,140.101,13.306,0.7994233,148,2.1186233,115.6
SMLISUZU.NS,205.027,-19.879,2.7020833,801,1.2097659,565.45
SMPL.NS,-42.042,-220.391,22222,15,0.78183866,0.5
SMSPHARMA.NS,48.439,13.846,3.3134458,1358,2.3977969,160.2
SNOWMAN.NS,25.127,16.548,1.7451346,732,3.0901558,44.65
SOBHA.NS,256.333,13.97,2.8923314,7031,3.0949078,766.4
SOLARINDS.NS,174.565,30.449,11.337324,17908,6.2844405,1963.25
SOMANYCERA.NS,154.564,14.534,4.4276156,2908,1.606158,698.6
SOMATEX.NS,-18.035,-14.702,22222,27,1.8018246,9.1
SONATSOFTW.NS,87.102,21.333,10.054878,9209,2.0267298,861.85
SOTL.NS,651.397,10.097,2.455415,2210,1.2784973,1627.95
SOUTHBANK.NS,34.222,22222,0.30389807,2176,1.0559446,10.8
SPARC.NS,-6.407,-48.729,22222,7624,29.51025,300.15
SPECIALITY.NS,27.609,-16.216,2.6820967,347,2.3159835,74.05
SPENTEX.NS,-99.772,-13.407,22222,11,0.102992855,1.3
SPIC.NS,22.949,3.299,2.2942178,1073,0.6309212,55.15
SPLIL.NS,48.926,4.682,1.0004905,141,1.2524285,49.55
SPMLINFRA.NS,92.522,-348.265,0.11943105,40,0.059765827,11.15
SPYL.NS,-2.974,-22.949,22222,25,0.6245274,0.75
SREEL.NS,132.309,28.146,1.3986199,429,5.0589743,184.9
SREINFRA.NS,77.335,22222,0.1163768,452,4.694913,9.2
SRF.NS,1494.98,20.369,7.424213,65756,7.8281226,11324.75
SRHHYPOLTD.NS,208.347,3.51,1.5987751,569,0.72608566,348.55
SRIPIPES.NS,318.507,3.829,0.68318754,1016,0.5856404,225.95
SRSLTD.NS,-45.699,34.588,22222,4,0.036766797,0.15
SRTRANSFIN.NS,858.182,22222,1.5856776,36339,4.241202,1406.4
SSWL.NS,480.09,11.855,3.6130726,2707,1.1735151,1797.95
STAR.NS,299.957,16.734,2.0316246,5463,1.6955919,618.5
STARPAPER.NS,311.214,6.272,0.47427174,232,0.9968635,150.25
STCINDIA.NS,-774.918,-73.676,22222,620,2.4828532,104.5
STEL.NS,339.011,18.159,0.5225494,326,30.139782,183.5
STERTOOLS.NS,92.014,10.34,2.1594539,715,1.6956946,201.45
STINDIA.NS,-9.169,-11.111,22222,13,0.27013943,2.85
SUBROS.NS,113.683,17.068,2.7299597,2024,1.2701912,312.7
SUDARSCHEM.NS,107.178,18.364,6.1393194,4555,2.443603,677
SUMEETINDS.NS,-7.399,17.438,22222,73,0.103666335,7.05
SUMMITSEC.NS,4531.417,24.323,0.17099507,844,29.16247,789.75
SUNCLAYLTD.NS,1435.614,7.64,2.4080987,6994,0.30085164,3490.75
SUNDARAM.NS,1.865,-43.832,1.1260053,103,1.8580601,2.1
SUNDARMFIN.NS,653.657,22222,3.8235652,27768,10.081308,2547.1
SUNDRMBRAK.NS,229.34,25.685,1.777274,160,0.6771185,414.35
SUNDRMFAST.NS,98.778,24.751,9.145255,18981,5.2086725,937.45
SUNFLAG.NS,77.712,8.729,1.0744802,1503,0.8575843,82
SUNPHARMA.NS,192.263,19.504,4.0044107,184724,5.184282,781.05
SUNTECK.NS,201.587,50.575,2.1499403,6344,11.926477,439.3
SUNTV.NS,179.143,8.432,2.7528286,19446,6.1212792,502.65
SUPERHOUSE.NS,329.689,4.314,0.5370213,194,0.36291936,170.85
SUPERSPIN.NS,18.92,17.026,0.628964,65,1.067629,12
SUPPETRO.NS,113.256,6.209,6.2720737,6705,1.7025015,697.45
SUPRAJIT.NS,63.536,15.796,5.137245,4561,2.499609,326
SUPREMEIND.NS,249.491,19.065,9.01295,28577,4.3004956,2302.75
SUPREMEINF.NS,-1210.245,-134.208,22222,47,0.24598229,18.55
SURANASOL.NS,8.299,14.882,1.5242801,62,2.238774,12.8
SURYALAXMI.NS,139.317,5.542,0.4299547,100,0.16825803,60
SURYAROSNI.NS,233.02,8.84,3.3228905,4205,0.68623525,654.4
SUTLEJTEX.NS,44.413,8.871,1.4331391,1043,0.45809817,66.65
SUVEN.NS,8.496,-9.49,10.140066,1096,74.845184,85.95
SUZLON.NS,-20.645,20.109,22222,5753,1.7462386,6.5
SWANENERGY.NS,37.304,107.346,3.4607549,3153,9.342014,132.9
SWARAJENG.NS,231.281,11.157,7.067377,1985,1.6766022,1664.35
SWELECTES.NS,495.145,14.326,0.45956236,344,1.3658978,231.75
SYMPHONY.NS,110.79,43.806,9.272046,7186,7.364253,994.65
SYNCOM.NS,-3.726,-8.009,22222,17,4.6771827,4.2
SYNGENE.NS,70.974,35.655,9.114606,25927,10.999304,659.1
TAINWALCHM.NS,104.046,-29.113,0.7563962,73,11.394269,80
TAJGVK.NS,59.444,95.171,2.1995492,819,6.919498,131.4
TAKE.NS,82.933,-5.653,0.63183534,775,0.83921915,53.3
TALBROAUTO.NS,200.482,7.403,1.3799244,341,0.769032,280.4
TALWALKARS.NS,74.074,11.081,0.01957502,4,0.049702175,1.45
TANLA.NS,65.672,25.109,12.701761,11362,4.852926,836.15
TANTIACONS.NS,85.253,-1.148,0.0791761,19,0.14507882,6.8
TARAPUR.NS,5.952,-1.766,0.73084676,8,2.0797696,4.3
TARMAT.NS,43.267,13.509,1.4618531,83,0.29118493,64.1
TATACHEM.NS,560.927,15.142,1.5055435,21517,1.9870183,865.4
TATACOFFEE.NS,73.334,14.341,2.8417923,3895,1.7706914,212.35
TATACOMM.NS,4.051,13.795,347.2846,40129,2.346749,1382.5
TATAELXSI.NS,217.124,51.889,25.288084,34203,17.239607,5153.6
TATAINVEST.NS,2814.286,36.193,0.46247968,6585,33.90463,1284.15
TATAMETALI.NS,411.737,7.918,2.4920034,3244,1.4044156,1062.55
TATAMOTORS.NS,175.341,22222,1.759999,109876,0.43986803,311.65
TATAMTRDVR.NS,175.341,22222,0.83579993,110471,0.44224945,157
TATAPOWER.NS,70.05,11.64,1.9685937,44104,1.2257082,140.25
TATASTEEL.NS,549.901,5.716,2.5202718,158650,0.8613368,1436.75
TBZ.NS,78.185,6.565,0.972693,507,0.3485012,77.45
TCI.NS,152.075,10.775,2.8012495,3284,1.0576013,428
TCIDEVELOP.NS,231.763,31.527,1.5444658,133,12.65979,325.45
TCIFINANCE.NS,-30.672,22222,22222,7,-0.60002327,5.7
TCS.NS,233.663,27.325,16.381927,1415940,8.267496,3903.3
TDPOWERSYS.NS,154.298,7.021,2.048309,980,1.65198,319.8
TEAMLEASE.NS,381.296,58.961,12.19761,7951,1.6289299,4691.65
TECHIN.NS,9.612,-213.878,0.77507275,11,481.76028,7.7
TECHM.NS,284.428,16.93,5.1034007,140653,3.611466,1448.35
TECHNOFAB.NS,-60.331,-4.91,22222,6,0.24771118,6.15
TEXINFRA.NS,49.296,-1216.645,1.1968516,751,50.976673,59.95
TEXMOPIPES.NS,81.478,5.549,0.62777686,149,0.35342252,53.45
TEXRAIL.NS,45.273,12.412,0.78634065,894,0.5298132,35.9
TFCILTD.NS,93.954,22222,0.72641927,551,5.001408,67.7
TFL.NS,7.272,22222,0.80445546,14,2.1833649,5.65
TGBHOTELS.NS,33.472,12.853,0.28083172,27,1.1940526,9.7
THANGAMAYL.NS,193.052,13.783,5.6013403,1483,0.76376307,1118.9
THEMISMED.NS,237.699,12.87,4.255592,930,3.1559644,1029.15
THERMAX.NS,271.77,53.959,5.4327188,17592,3.8753276,1472.8
THIRUSUGAR.NS,190.481,-0.082,0.0356991,7,0.020003509,6.8
THOMASCOOK.NS,52.252,-6.261,1.2411008,2405,2.250061,64.45
THOMASCOTT.NS,9.204,6.409,1.9665363,6,0.23022547,18
TI.NS,-4.446,14.885,22222,560,1.0207525,41
TIDEWATER.NS,2166.885,24.692,0.8886489,672,0.5341104,1890.95
TIIL.NS,406.382,7.978,2.1127903,2100,1.4738712,862.65
TIJARIA.NS,4.612,-21.983,1.3226366,17,0.27958393,6.2
TIL.NS,229.212,-18.66,0.6923721,160,0.5129187,160.1
TIMESGTY.NS,45.682,22222,0.950046,39,4.4665713,45.55
TIMETECHNO.NS,79.747,7.58,0.92918855,1676,0.5641332,72.15
TIMKEN.NS,178.695,44.391,9.417163,12657,8.973857,1698.65
TINPLATE.NS,80.909,7.336,3.486015,2952,1.065931,285.8
TIPSINDLTD.NS,79.81,24.001,15.263125,1579,15.237435,1267.35
TIRUMALCHM.NS,78.421,5.023,3.5851367,2878,2.1021934,240.15
TITAN.NS,84.541,86.725,24.787973,186047,8.0407715,2108.7
TNPETRO.NS,56.106,3.602,2.177129,1099,0.79241616,121.85
TNPL.NS,236.488,12.711,0.55922496,915,0.31522638,132
TNTELE.NS,-27.084,-48.248,22222,54,836.32416,11.45
TOKYOPLAST.NS,66.437,1.078,1.5699085,99,1.4944649,105.15
TORNTPHARM.NS,345.235,22.466,8.971281,52411,6.4843316,3114.25
TORNTPOWER.NS,202.361,9.469,2.3813877,23146,1.8872792,495
TREEHOUSE.NS,72.959,-40.804,0.12609822,38,18.014132,9.65
TRENT.NS,65.066,641.962,15.099283,34886,12.298983,995.75
TRF.NS,-245.984,-9.815,22222,131,1.156459,122.6
TRIDENT.NS,6.366,11.004,3.730757,12102,2.281647,24.6
TRIGYN.NS,181.18,2.393,0.63196826,352,0.35784972,119.1
TRIL.NS,25.614,9.621,1.0951042,372,0.5018821,29.5
TRITURBINE.NS,17.978,24.508,7.731672,4497,6.6341343,138.55
TRIVENI.NS,58.771,9.996,3.0329585,4309,0.9219354,178.3
TTKHLTCARE.NS,208.428,17.918,3.2716336,965,1.3975093,721.95
TTKPRESTIG.NS,970.919,33.051,9.443167,12718,5.3861,9150.45
TTL.NS,32.112,11.237,1.9649975,136,0.34623805,65.95
TTML.NS,-94.586,62.253,22222,7393,7.0837593,36.1
