Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-17,471.6839525875567,480.9365444098526,463.1240798020803,467.9730224609375,244726,0.0,0
2021-08-18,471.98082529018,477.0276658906698,466.14227130986757,470.3479919433594,214288,0.0,0
2021-08-20,466.98342749936677,470.0511356879925,457.18657829021583,459.1657409667969,93205,0.0,0
2021-08-23,466.09280311986254,466.09280311986254,435.5147462799495,447.68658447265625,216717,0.0,0
2021-08-24,454.51470725301954,455.4053546380627,448.5277520958489,450.2100524902344,187293,0.0,0
2021-08-25,450.2100371590344,460.55114391469044,449.76471348167763,452.6839904785156,152843,0.0,0
2021-08-26,453.12928630464984,455.6527368233741,447.4391936403535,449.91314697265625,171690,0.0,0
2021-08-27,453.52512041885103,454.1188752685062,442.34286324878803,446.548583984375,160875,0.0,0
2021-08-30,447.68659528011443,453.1787898749701,441.2543165255162,450.06158447265625,222040,0.0,0
2021-08-31,452.8818983435279,467.1318637296307,445.85586472549164,460.6995849609375,452894,0.0,0
2021-09-01,460.0563599250855,465.4000931327642,453.37668586558055,464.1631164550781,178233,0.0,0
2021-09-02,464.1631290009317,474.0589426898941,460.69959420979484,467.28033447265625,280440,0.0,0
2021-09-03,472.0302964586841,473.81153078056474,463.1240644500297,468.3193664550781,166072,0.0,0
2021-09-06,471.33757125673674,476.9781968680136,467.92353381801684,470.29852294921875,303738,0.0,0
2021-09-07,471.0407107657877,473.0198734160641,465.59801347752756,468.22039794921875,239918,0.0,0
2021-09-08,467.7256134229017,475.79069528866154,465.6474865729227,473.3167419433594,262971,0.0,0
2021-09-09,473.8115226636566,493.3062866951505,470.39748523860067,489.34796142578125,409817,0.0,0
2021-09-13,491.42610703462327,513.9885800530682,490.8323521815751,508.8922119140625,745396,0.0,0
2021-09-14,512.0094027851939,525.4676846736317,501.5693016648408,517.7489624023438,519669,0.0,0
2021-09-15,521.5093770298322,524.4286541234171,511.118772743659,522.4000244140625,221918,0.0,0
2021-09-16,526.1500244140625,527.0,512.2999877929688,518.8499755859375,303176,5.5,0
2021-09-17,524.0,530.0,505.70001220703125,513.2999877929688,300476,0.0,0
